"precision";"recall";"f1";"accuracy";"total";"type";"threshold"
"9,236509225536905";"69,62520820234508";"15,273657338651402";"74,49617790132037";"1439";"ALL";"0"
"3,461285901628259";"43,18936877076412";"6,324303870259621";"43,18936877076412";"301";"BeginsAt";"0"
"10,079769208730408";"77,31669486745628";"16,468121047807035";"82,23350253807106";"197";"tookPlaceAt";"0"
"13,283854058923195";"92,65267175572521";"20,93397181572131";"94,65648854961832";"131";"carriedOutBy";"0"
"13,224594690829717";"99,66777408637874";"21,9724362052881";"99,66777408637874";"301";"showsFeatures";"0"
"13,330510765111402";"87,3830409356725";"22,492281256775975";"98,24561403508773";"171";"fallsWithin";"0"
"12,257403754934776";"79,34027777777779";"20,315442142721043";"90,625";"96";"hadParticipant";"0"
"4,0078663453276455";"23,648809523809522";"6,085063064613971";"52,5";"40";"hadParticipantBegins";"0"
"8,672957439519122";"51,70068027210885";"13,17676764192777";"67,34693877551021";"98";"falltookPlace";"0"
"0,7355261267799968";"12,01923076923077";"1,3818817422936411";"13,461538461538462";"104";"fallhasTimeSpan";"0"
"12,9237689396293";"66,93514471157027";"19,549001020563047";"72,11404728789987";"1438";"ALL";"0,1"
"3,962814194024691";"41,86046511627907";"7,125225493985967";"41,86046511627907";"301";"BeginsAt";"0,1"
"10,777508237715118";"76,04765933446136";"17,48089420117969";"80,71065989847716";"197";"tookPlaceAt";"0,1"
"15,758790928814033";"90,10814249363868";"24,092761181860595";"91,6030534351145";"131";"carriedOutBy";"0,1"
"26,21247439420791";"99,66666666666667";"36,552053109455905";"99,66666666666667";"300";"showsFeatures";"0,1"
"16,048008740900453";"83,2583774250441";"26,10816624191024";"95,90643274853801";"171";"fallsWithin";"0,1"
"13,222472051348609";"67,17013888888887";"20,887039270046724";"80,20833333333333";"96";"hadParticipant";"0,1"
"6,295293776272038";"21,625";"8,53738585228355";"50";"40";"hadParticipantBegins";"0,1"
"10,044022990076469";"47,10884353741497";"14,589953982480656";"64,28571428571429";"98";"falltookPlace";"0,1"
"0,8708345607384067";"7,6923076923076925";"1,541381412704942";"8,653846153846153";"104";"fallhasTimeSpan";"0,1"
"15,716974434520875";"63,65156848420446";"22,503024590696654";"69,31659693165969";"1434";"ALL";"0,2"
"4,693893322060481";"35,785953177257525";"7,8658088767224426";"35,785953177257525";"299";"BeginsAt";"0,2"
"13,19818263973133";"74,75747320924987";"20,73862967686228";"79,18781725888324";"197";"tookPlaceAt";"0,2"
"18,416993725202783";"89,34478371501274";"27,566483528470467";"90,83969465648855";"131";"carriedOutBy";"0,2"
"29,951309182362788";"99,66666666666667";"41,04717392367688";"99,66666666666667";"300";"showsFeatures";"0,2"
"23,52979221023554";"78,29668534080298";"33,67291784701543";"94,70588235294117";"170";"fallsWithin";"0,2"
"14,835256307124011";"63,732638888888886";"22,50757013989299";"78,125";"96";"hadParticipant";"0,2"
"10,06547619047619";"16,029761904761905";"9,677521008403364";"37,5";"40";"hadParticipantBegins";"0,2"
"12,829732161245998";"37,5";"15,716974529430399";"58,16326530612245";"98";"falltookPlace";"0,2"
"0,5089732274198294";"4,854368932038835";"0,913609044677006";"4,854368932038835";"103";"fallhasTimeSpan";"0,2"
"19,15742135711986";"61,43889282620679";"26,01270338367021";"66,47767540751241";"1411";"ALL";"0,3"
"5,004745154805176";"33,673469387755105";"8,266785776184268";"33,673469387755105";"294";"BeginsAt";"0,3"
"15,941057472245092";"70,52735476593344";"24,013555148211363";"75,63451776649747";"197";"tookPlaceAt";"0,3"
"26,45275408293081";"87,98076923076924";"36,85882265688793";"89,23076923076923";"130";"carriedOutBy";"0,3"
"33,5140874831572";"99,33333333333333";"45,02720362426249";"99,33333333333333";"300";"showsFeatures";"0,3"
"33,10083308768446";"73,75867312993061";"42,28960675612761";"88,02395209580838";"167";"fallsWithin";"0,3"
"17,333249339134213";"61,545138888888886";"24,551224526814266";"76,04166666666667";"96";"hadParticipant";"0,3"
"11,236559139784946";"12,350230414746544";"8,323619770488841";"29,032258064516128";"31";"hadParticipantBegins";"0,3"
"14,041729245810878";"30,102040816326532";"15,790970871165412";"46,93877551020408";"98";"falltookPlace";"0,3"
"0,10204081632653061";"1,0204081632653061";"0,1855287569573284";"1,0204081632653061";"98";"fallhasTimeSpan";"0,3"
"22,426641853819334";"59,573229930635975";"28,97711256327561";"64,48047162859248";"1357";"ALL";"0,4"
"5,25565563972948";"31,914893617021278";"8,577317998881135";"31,914893617021278";"282";"BeginsAt";"0,4"
"20,7069493466051";"61,591824985607374";"27,90404681593983";"66,83937823834196";"193";"tookPlaceAt";"0,4"
"32,494421600173105";"87,20930232558139";"42,78070433304268";"88,37209302325581";"129";"carriedOutBy";"0,4"
"36,36695771548715";"99,33333333333333";"48,1923095423096";"99,33333333333333";"300";"showsFeatures";"0,4"
"40,44359512727992";"67,70340421283818";"47,10551702527649";"83,64779874213836";"159";"fallsWithin";"0,4"
"18,255797484464278";"58,40277777777777";"25,155270957913036";"72,91666666666667";"96";"hadParticipant";"0,4"
"11,764705882352942";"6,302521008403361";"6,666666666666666";"11,764705882352942";"17";"hadParticipantBegins";"0,4"
"16,89035628183701";"27,873563218390803";"17,50846854295129";"44,827586206896555";"87";"falltookPlace";"0,4"
"0";"0";"0";"0";"94";"fallhasTimeSpan";"0,4"
"25,36521129109613";"57,58289104158162";"31,347054588256942";"62,58768511301637";"1283";"ALL";"0,5"
"6,211818017373571";"32,592592592592595";"9,895413877870011";"32,592592592592595";"270";"BeginsAt";"0,5"
"20,897027722424546";"49,23574368018813";"26,357084466942435";"53,96825396825397";"189";"tookPlaceAt";"0,5"
"37,54941289462725";"90,46610169491525";"48,71147632139653";"90,67796610169492";"118";"carriedOutBy";"0,5"
"41,13865959075177";"96,56357388316151";"52,47980541794982";"96,56357388316151";"291";"showsFeatures";"0,5"
"47,18545343545344";"63,87774516199175";"50,9466904211998";"82,1917808219178";"146";"fallsWithin";"0,5"
"19,021246229928128";"56,36524822695035";"25,83595896561115";"71,27659574468085";"94";"hadParticipant";"0,5"
"15,384615384615385";"8,241758241758241";"8,717948717948717";"15,384615384615385";"13";"hadParticipantBegins";"0,5"
"21,2673113322464";"29,437229437229437";"20,328733315746298";"46,753246753246756";"77";"falltookPlace";"0,5"
"0";"0";"0";"0";"85";"fallhasTimeSpan";"0,5"
"27,89727437891108";"53,68989363160348";"33,126647353532356";"58,376511226252155";"1158";"ALL";"0,6"
"7,69932701207601";"33,46613545816733";"11,636787294157806";"33,46613545816733";"251";"BeginsAt";"0,6"
"21,589543538696084";"40,191462649089765";"25,606669901941974";"43,50282485875706";"177";"tookPlaceAt";"0,6"
"44,266652784555625";"90,43478260869566";"55,00474855956895";"90,43478260869566";"115";"carriedOutBy";"0,6"
"45,61895276038702";"86,85258964143426";"55,11986685293458";"86,85258964143426";"251";"showsFeatures";"0,6"
"48,657870991855376";"59,01568700396827";"50,86506801108675";"76,5625";"128";"fallsWithin";"0,6"
"23,925357375645095";"53,677536231884055";"29,71527081282402";"69,56521739130434";"92";"hadParticipant";"0,6"
"12,5";"12,5";"12,5";"12,5";"8";"hadParticipantBegins";"0,6"
"25,531049410359753";"32,183908045977006";"24,1771925392615";"51,724137931034484";"58";"falltookPlace";"0,6"
"0";"0";"0";"0";"78";"fallhasTimeSpan";"0,6"
"29,60030769021059";"49,35342236519309";"33,60967446890362";"53,63357215967247";"977";"ALL";"0,7"
"9,83041688737891";"32,91139240506329";"13,661355053760111";"32,91139240506329";"237";"BeginsAt";"0,7"
"21,704863763687296";"36,724386724386726";"25,236596015816783";"37,66233766233766";"154";"tookPlaceAt";"0,7"
"49,99240855762596";"87,82608695652173";"59,678787081433576";"87,82608695652173";"115";"carriedOutBy";"0,7"
"48,39891645280868";"73,05389221556887";"54,59509552323924";"73,05389221556887";"167";"showsFeatures";"0,7"
"50,843618881118886";"60,92738095238096";"53,33592456734866";"76";"100";"fallsWithin";"0,7"
"30,110316889692655";"53,81782945736434";"33,9980314982655";"69,76744186046511";"86";"hadParticipant";"0,7"
"16,666666666666668";"16,666666666666668";"16,666666666666668";"16,666666666666668";"6";"hadParticipantBegins";"0,7"
